,Right_row,Right_column,Right_brightness,Left_row,Left_column,Left_brightness,Brightness
0,269,367,497.625,269,112,43.75,0.08791760864104496
image_num,Right_row,Right_column,Right_brightness,Left_row,Left_column,Left_brightness,Brightness,Neuron_0_row,Neuron_0_column,Neuron_0_brightness,Neuron_1_row,Neuron_1_column,Neuron_1_brightness
78,237,465,685.5,237,210,80.0625,0.11679431072210066,237,465,872,235,451,33346
79,239,449,667.2727272727273,239,194,103.18181818181819,0.15463215258855587,239,449,894,234,436,33331
80,262,469,337.59090909090907,262,214,31.136363636363637,0.09223104887572373,262,469,430,261,469,431
81,289,449,590.7142857142857,289,194,95.76190476190476,0.16211205159209996,289,449,756,277,441,33231
82,310,467,501.36,310,212,89.44,0.1783947662358385,310,467,653,295,463,33223
83,344,418,475.75,344,163,89.04166666666667,0.18716062357680857,344,418,623,331,418,33159
84,331,423,559.5454545454545,331,168,92.22727272727273,0.16482534524776607,331,423,728,318,425,33198
85,360,399,510.6666666666667,360,144,86.66666666666667,0.16971279373368148,360,399,683,346,400,33151
86,330,412,546.2380952380952,330,157,92.0952380952381,0.16859907593060766,330,412,715,317,413,33185
87,346,414,249.6551724137931,346,159,26.103448275862068,0.10455801104972375,346,414,317,345,415,318
88,321,441,605.7647058823529,321,186,91.3529411764706,0.15080598174402798,321,441,782,307,436,33250
89,335,435,673.9166666666666,335,180,100.0,0.14838629899839248,335,435,884,324,427,33295
90,292,461,673.125,292,206,108.5,0.16118848653667595,292,461,881,283,452,33379
91,298,441,710.0,298,186,106.33333333333333,0.14976525821596243,298,441,921,291,431,33359
92,268,469,694.2307692307693,268,214,82.23076923076923,0.11844875346260386,268,469,890,263,454,33398
93,264,445,715.8,264,190,60.2,0.0841017043867002,264,445,924,262,434,33464
94,242,471,732.0,242,216,56.92307692307692,0.07776376628835645,242,471,940,244,459,33379
95,220,443,780.5454545454545,220,188,67.72727272727273,0.08676915909620314,220,443,1020,224,433,33405
96,206,460,701.3125,206,205,51.9375,0.07405757062650388,206,460,912,211,449,33388
97,190,431,785.7692307692307,190,176,54.76923076923077,0.06970141948115517,190,431,998,195,418,33400
98,215,452,641.45,215,197,71.3,0.11115441577675578,215,452,834,218,439,33293
99,202,441,649.1818181818181,202,186,82.72727272727273,0.12743313261447978,202,441,822,204,428,33317
100,242,466,649.05,242,211,101.1,0.15576611971342733,242,466,797,239,454,33296
101,249,446,633.4090909090909,249,191,124.45454545454545,0.19648367420165053,249,446,832,244,434,33232
102,283,471,597.7272727272727,283,216,109.63636363636364,0.18342205323193916,283,471,764,272,462,33209
103,305,439,587.0,305,184,102.38888888888889,0.17442740866931666,305,439,778,293,434,33217
104,313,453,547.0454545454545,313,198,98.13636363636364,0.1793934358122144,313,453,679,301,450,33200
105,339,416,523.5454545454545,339,161,87.18181818181819,0.1665219656190311,339,416,653,325,415,33179
106,316,421,581.1052631578947,316,166,86.21052631578948,0.14835612716239474,316,421,768,302,422,33224
107,339,393,501.9047619047619,339,138,80.66666666666667,0.16072106261859584,339,393,653,326,399,33205
108,313,389,573.8571428571429,313,134,77.71428571428571,0.13542444610405774,313,389,750,300,395,33308
109,339,374,565.0588235294117,339,119,66.41176470588235,0.11753070997293359,339,374,731,327,379,33273
110,319,378,572.95,319,123,73.75,0.1287197835762283,319,378,724,307,381,33290
111,348,393,536.8333333333334,348,138,73.83333333333333,0.1375349270412915,348,393,701,335,395,33253
112,317,413,566.5294117647059,317,158,84.0,0.1482712075589243,317,413,733,304,412,33316
113,335,425,605.0,335,170,71.15384615384616,0.11760966306420853,335,425,764,322,421,33293
114,296,449,614.7647058823529,296,194,78.41176470588235,0.1275476031001818,296,449,779,286,442,33276
115,302,433,618.0555555555555,302,178,77.05555555555556,0.1246741573033708,302,433,785,294,425,33396
116,271,461,646.8888888888889,271,206,72.55555555555556,0.1121607694950189,271,461,868,264,449,33369
117,267,450,624.7647058823529,267,195,82.0,0.1312494115431692,267,450,804,264,435,33347
118,244,478,620.8125,244,223,62.375,0.1004731702406121,244,478,807,245,465,33461
119,229,447,640.375,229,192,63.75,0.09955104430997462,229,447,825,235,435,33387
120,217,466,626.8571428571429,217,211,45.785714285714285,0.07304010938924338,217,466,785,222,457,33398
121,199,431,715.3636363636364,199,176,48.81818181818182,0.068242470453679,199,431,974,205,422,33372
122,207,442,706.5384615384615,207,187,42.30769230769231,0.059880239520958084,207,442,867,217,433,33403
123,182,413,718.4285714285714,182,158,52.785714285714285,0.07347385166036985,182,413,939,189,406,33417
124,202,424,742.6428571428571,202,169,56.42857142857143,0.07598345676637493,202,424,947,208,415,33385
125,184,421,648.0555555555555,184,166,56.44444444444444,0.08709815687955422,184,421,826,191,409,33329
126,214,442,622.2105263157895,214,187,65.10526315789474,0.10463542547792253,214,442,830,218,429,33311
127,200,440,575.8260869565217,200,185,80.6086956521739,0.13998791905768648,200,440,739,201,426,33275
128,227,464,611.4782608695652,227,209,67.78260869565217,0.1108503981797497,227,464,755,228,450,33287
129,224,443,550.2962962962963,224,188,104.77777777777777,0.19040247678018574,224,443,715,223,430,33202
130,251,468,591.7391304347826,251,213,98.43478260869566,0.16634827332843496,251,468,731,245,454,33223
131,256,444,596.304347826087,256,189,103.95652173913044,0.17433467006926723,256,444,787,249,432,33185
132,274,466,628.0,274,211,102.1,0.1625796178343949,274,466,808,265,456,33263
133,292,435,653.3076923076923,292,180,89.38461538461539,0.13681855645825974,292,435,835,280,427,33292
134,308,452,564.55,308,197,97.7,0.17305818793729522,308,452,709,295,446,33291
135,322,425,482.4583333333333,322,170,83.16666666666667,0.1723810346316608,322,425,644,310,419,33210
136,293,446,526.3333333333334,293,191,100.42857142857143,0.19080792545010403,293,446,693,282,438,33169
137,305,429,520.2173913043479,305,174,85.21739130434783,0.1638111157542833,305,429,645,293,420,33192
138,284,453,606.9375,284,198,108.6875,0.17907527546081764,284,453,791,275,442,33193
139,288,434,629.9375,288,179,87.75,0.13929953368389722,288,434,801,282,424,33196
140,270,456,630.05,270,201,90.6,0.14379811126101102,270,456,809,265,445,33244
141,271,436,663.6,271,181,71.6,0.1078963230861965,271,436,872,270,456,32894
142,256,460,660.875,256,205,68.375,0.10346132021940609,254,446,33215,256,460,846
143,244,438,701.7857142857143,244,183,65.0,0.0926208651399491,245,425,33252,244,438,925
144,230,457,585.9473684210526,230,202,60.10526315789474,0.10257792149465554,234,445,33224,230,457,770
145,212,431,618.0,212,176,77.76470588235294,0.1258328574148106,212,431,813,234,445,32880
146,209,441,564.8095238095239,209,186,66.0952380952381,0.11702217350982211,209,441,729,217,432,33196
147,188,409,525.84,188,154,82.12,0.1561691769359501,188,409,695,197,398,33179
148,210,415,575.6842105263158,210,160,75.89473684210526,0.1318339733040775,210,415,766,218,405,33195
149,201,408,533.1363636363636,201,153,75.04545454545455,0.14076221331741837,201,408,718,210,415,33114
150,223,412,501.2307692307692,223,157,75.88461538461539,0.15139656230816453,223,412,667,242,413,33187
151,205,403,476.8529411764706,205,148,76.32352941176471,0.16005674458767655,205,403,632,224,403,33155
152,221,413,604.4736842105264,221,158,68.21052631578948,0.11284283848498042,221,413,819,227,402,33218
153,213,408,535.08,213,153,71.72,0.13403603199521566,213,408,676,229,405,33163
154,236,415,812.5,236,160,66.6,0.08196923076923077,236,415,1102,239,403,33309
155,235,397,640.3684210526316,235,142,60.1578947368421,0.0939426317087203,235,397,805,238,384,33430
156,252,401,581.7333333333333,252,146,62.733333333333334,0.10783864313545725,252,401,743,255,388,33347
157,249,403,583.7058823529412,249,148,67.41176470588235,0.11548926735866168,249,403,786,248,389,33398
158,252,429,532.1818181818181,252,174,83.63636363636364,0.15715749914588317,252,429,702,247,414,33351
159,258,439,576.95,258,184,102.15,0.17705173758557932,258,439,724,252,427,33340
160,268,459,625.1875,268,204,91.0625,0.14565630310906727,268,459,800,260,447,33348
161,275,431,645.3333333333334,275,176,92.16666666666667,0.1428202479338843,275,431,819,265,422,33375
162,283,450,654.3571428571429,283,195,92.21428571428571,0.14092347996943563,283,450,826,270,440,33287
163,297,422,584.75,297,167,80.7,0.1380076955964087,297,422,737,283,416,33329
164,298,429,583.2857142857143,298,174,64.42857142857143,0.11045799657114866,298,429,785,284,428,33325
165,321,401,524.0666666666667,321,146,63.93333333333333,0.12199465716829919,321,401,679,309,402,33257
166,309,410,461.73333333333335,309,155,57.06666666666667,0.12359226104533641,309,410,604,295,411,33300
167,325,405,504.5625,325,150,65.5,0.12981543416326025,325,405,600,310,404,33236
168,294,416,509.0625,294,161,67.5625,0.132719459791283,294,416,685,280,414,33376
169,305,408,552.4545454545455,305,153,64.72727272727273,0.1171630738851407,305,408,672,292,406,33383
170,285,419,549.2857142857143,285,164,66.21428571428571,0.12054616384915473,285,419,700,272,416,33364
171,300,424,455.70588235294116,300,169,63.705882352941174,0.13979605008390344,300,424,576,288,417,33252
172,281,457,493.6875,281,202,61.5625,0.12469932902899102,281,457,631,273,448,33274
173,283,447,448.875,283,192,61.6875,0.13742690058479531,283,447,588,277,434,33379
174,262,473,537.5,262,218,41.857142857142854,0.07787375415282391,262,473,685,259,458,33314
175,255,446,531.9230769230769,255,191,48.61538461538461,0.09139551699204627,255,446,692,254,431,33306
176,239,460,361.0,239,205,24.58823529411765,0.06811145510835914,239,460,453,240,458,453
177,213,440,558.2307692307693,213,185,44.15384615384615,0.0790960451977401,213,440,720,219,428,33295
178,203,456,592.4615384615385,203,201,43.0,0.07257855102570761,203,456,775,210,445,33269
179,188,429,541.1333333333333,188,174,46.333333333333336,0.08562276703215474,188,429,674,194,416,33312
180,217,442,598.75,217,187,43.75,0.07306889352818371,217,442,766,222,428,33280
181,196,424,626.625,196,169,42.625,0.0680231398364253,196,424,840,199,414,33288
182,214,445,577.4666666666667,214,190,50.266666666666666,0.08704687139228814,214,445,757,217,432,33345
183,208,438,581.5333333333333,208,183,53.666666666666664,0.09228476441591196,208,438,738,207,425,33285
184,241,462,520.9444444444445,241,207,62.333333333333336,0.11965447371227472,241,462,650,239,447,33357
185,243,442,579.125,243,187,84.125,0.14526224908266783,243,442,744,238,431,33281
186,267,466,528.1,267,211,73.85,0.13984093921605756,267,466,686,259,454,33329
187,281,437,556.1875,281,182,74.25,0.1334981458590853,281,437,729,269,427,33313
188,293,452,499.6470588235294,293,197,57.88235294117647,0.11584647986814223,293,452,647,280,445,33326
189,306,418,553.3571428571429,306,163,61.57142857142857,0.11126887827546146,306,418,764,293,412,33318
190,296,430,455.8125,296,175,70.875,0.15549156725627314,296,430,591,283,426,33305
191,307,409,491.7647058823529,307,154,67.29411764705883,0.1368421052631579,307,409,663,293,405,33418
192,293,419,497.2,293,164,65.13333333333334,0.1310002681684098,293,419,640,279,415,33423
193,305,416,493.1,305,161,76.7,0.15554654228351247,305,416,622,294,408,33228
194,278,446,445.4347826086956,278,191,57.608695652173914,0.12933138116154222,278,446,586,270,435,33251
195,273,436,448.4583333333333,273,181,65.45833333333333,0.14596302146241755,273,436,585,266,422,33269
196,246,448,642.0833333333334,246,193,41.416666666666664,0.0645035691109669,246,448,836,243,435,33345
197,241,410,619.0833333333334,241,155,61.0,0.09853277695517566,241,410,816,241,396,33358
198,247,417,675.8333333333334,247,162,54.75,0.0810110974106042,247,417,915,246,404,33268
199,247,401,614.1818181818181,247,146,50.0,0.08140911782119598,247,401,822,246,387,33380
200,249,416,642.0,249,161,41.0,0.06386292834890965,249,416,832,250,402,33295
201,238,418,708.7777777777778,238,163,47.333333333333336,0.06678162721429691,238,418,864,241,406,33346
202,226,432,598.5714285714286,226,177,42.857142857142854,0.07159904534606205,226,432,749,234,420,33315
203,205,412,522.5882352941177,205,157,52.470588235294116,0.10040522287257991,205,412,705,214,403,33334
204,210,415,536.75,210,160,45.0625,0.08395435491383325,210,415,678,223,408,33367
205,189,394,572.1666666666666,189,139,48.916666666666664,0.08549373725604428,189,394,751,201,387,33315
206,208,395,603.0,208,140,58.0,0.09618573797678276,208,395,798,220,388,33331
207,191,391,647.25,191,136,44.333333333333336,0.06849491438135703,191,391,838,202,385,33289
208,212,397,664.0,212,142,43.44444444444444,0.06542838018741633,212,397,843,223,388,33350
209,193,405,597.7142857142857,193,150,47.714285714285715,0.07982791586998089,193,405,770,202,395,33297
210,217,417,548.4285714285714,217,162,50.142857142857146,0.09143005991143527,217,417,709,226,406,33341
211,203,417,562.6111111111111,203,162,46.77777777777778,0.08314407030709983,203,417,717,208,405,33294
212,231,436,565.2142857142857,231,181,56.357142857142854,0.09970933906230255,231,436,729,232,422,33273
213,227,432,588.4285714285714,227,177,66.07142857142857,0.11228453508133042,227,432,768,225,420,33305
214,251,455,553.625,251,200,70.6875,0.12768119214269588,251,455,741,246,442,33276
215,258,436,533.05,258,181,66.05,0.12390957696276148,258,436,674,250,424,33304
216,276,455,509.10526315789474,276,200,64.52631578947368,0.12674454667631552,276,455,675,266,445,33340
217,291,429,504.25,291,174,67.8125,0.13448190381755082,291,429,658,280,420,33273
218,296,449,505.0,296,194,70.5,0.13960396039603962,296,449,645,286,441,33268
219,302,424,505.05263157894734,302,169,69.52631578947368,0.13766152563568154,302,424,648,294,414,33256
220,271,436,560.7777777777778,271,181,61.27777777777778,0.10927283534773131,271,436,702,263,424,33314
221,266,410,509.0,266,155,66.42105263157895,0.13049322717402542,266,410,638,261,395,33294
222,252,416,530.0526315789474,252,161,65.3157894736842,0.12322510177738058,252,416,672,248,401,33310
223,249,398,536.0588235294117,249,143,65.52941176470588,0.1222429496323933,249,398,708,247,384,33282
224,248,400,524.0,248,145,65.94117647058823,0.12584193982936687,248,400,670,246,388,33292
225,245,387,576.0,245,132,53.916666666666664,0.09360532407407407,245,387,753,243,375,33306
226,244,389,513.0,244,134,58.05882352941177,0.11317509459924321,244,389,657,243,375,33285
227,239,389,477.6,239,134,51.266666666666666,0.10734226689000557,239,389,634,238,374,33338
228,246,385,410.3125,246,130,53.4375,0.13023610053313023,246,385,548,243,371,33281
229,246,376,472.07142857142856,246,121,56.857142857142854,0.1204418217582085,246,376,629,241,363,33328
230,255,374,430.8235294117647,255,119,55.94117647058823,0.12984707809939924,255,374,556,250,359,33251
231,254,369,473.875,254,114,64.6875,0.1365075178053284,254,369,603,249,356,33316
232,251,353,363.0,251,98,64.85714285714286,0.17866981503345142,251,353,468,244,341,33230
233,246,351,445.7857142857143,246,96,64.07142857142857,0.14372696683223843,246,351,570,239,338,33243
234,246,335,329.6190476190476,246,80,60.095238095238095,0.18231724934989887,246,335,459,236,322,33194
235,238,345,411.72222222222223,238,90,57.94444444444444,0.1407367426798003,238,345,538,232,332,33313
236,239,327,352.5833333333333,239,72,58.375,0.16556369652564407,239,327,456,236,315,33244
237,240,342,436.375,240,87,55.5,0.12718418791177313,240,342,562,237,329,33276
238,254,326,363.2105263157895,254,71,46.94736842105263,0.12925662947398928,254,326,500,254,312,33277
239,259,347,435.0625,259,92,50.5625,0.1162189340611981,259,347,579,263,334,33276
240,263,330,369.0952380952381,263,75,51.523809523809526,0.1395948909818088,263,330,497,266,317,33211
241,268,353,441.4117647058824,268,98,47.05882352941177,0.10660980810234542,268,353,569,275,341,33222
242,267,351,459.8333333333333,267,96,46.833333333333336,0.10184849583182314,267,351,611,274,339,33269
243,267,372,446.1333333333333,267,117,45.06666666666667,0.10101613867304245,267,372,576,275,360,33275
244,262,365,526.1666666666666,262,110,46.583333333333336,0.08853341780171049,262,365,664,269,353,33278
245,261,370,403.3888888888889,261,115,48.888888888888886,0.1211954276270486,261,370,535,268,357,33347
246,259,367,457.3076923076923,259,112,48.07692307692308,0.10513036164844408,259,367,604,267,356,33260
247,260,378,434.1764705882353,260,123,45.76470588235294,0.10540577157566726,260,378,573,268,366,33252
248,262,377,419.72222222222223,262,122,48.833333333333336,0.11634679020516214,262,377,520,273,367,33257
249,272,372,372.95,272,117,47.25,0.12669258613755197,272,372,497,284,363,33207
250,285,362,417.14285714285717,285,107,48.714285714285715,0.11678082191780821,285,362,551,292,352,33203
251,305,361,357.6111111111111,305,106,49.611111111111114,0.13872922168712135,305,361,459,306,361,459
252,310,350,403.1333333333333,310,95,42.266666666666666,0.10484537787332561,310,350,529,320,340,33246
253,342,350,363.1578947368421,342,95,38.94736842105263,0.1072463768115942,342,350,471,346,337,33223
254,314,329,388.52941176470586,314,74,62.1764705882353,0.1600302800908403,314,329,518,313,315,33240
255,321,333,424.6666666666667,321,78,61.416666666666664,0.14462323390894818,321,333,563,317,324,33212
256,274,317,399.45,274,62,66.9,0.16748028539241458,274,317,510,267,303,33244
257,280,333,460.09090909090907,280,78,66.36363636363636,0.1442402687215965,280,333,563,272,321,33248
258,262,310,466.25,262,55,74.16666666666667,0.15907059874888294,262,310,590,253,300,33219
259,253,331,427.14285714285717,253,76,76.21428571428571,0.17842809364548493,253,331,565,242,321,33219
260,235,313,469.09090909090907,235,58,82.18181818181819,0.17519379844961241,235,313,621,222,306,33240
261,220,341,449.2307692307692,220,86,85.92307692307692,0.19126712328767123,220,341,573,208,335,33248
262,215,321,404.1578947368421,215,66,79.47368421052632,0.19664018752441725,215,321,535,204,310,33206
263,206,341,447.3125,206,86,90.75,0.2028783009640911,206,341,573,197,331,33213
264,244,334,414.72222222222223,244,79,82.5,0.19892833221701273,244,334,560,235,326,33260
265,268,377,395.3478260869565,268,122,81.73913043478261,0.20675244693720446,268,377,536,255,373,33334
266,297,383,429.7647058823529,297,128,83.47058823529412,0.19422392554065152,297,383,555,284,381,33356
267,316,393,464.6,316,138,84.2,0.18123116659492036,316,393,601,303,391,33299
268,309,395,465.6666666666667,309,140,74.55555555555556,0.1601049868766404,309,395,584,296,398,33316
269,335,383,467.35714285714283,335,128,61.857142857142854,0.1323551887513373,335,383,631,323,390,33277
270,320,373,433.27272727272725,320,118,68.04545454545455,0.15704993705413345,320,373,573,313,383,33228
271,340,355,351.03333333333336,340,100,79.76666666666667,0.22723388092298924,340,355,449,333,368,33185
272,299,347,397.5769230769231,299,92,84.8076923076923,0.21331140563026021,299,347,531,294,358,33159
273,312,357,459.3125,312,102,79.625,0.1733569193087495,312,357,590,307,370,33217
274,279,342,416.1111111111111,279,87,92.55555555555556,0.2224299065420561,279,342,541,279,355,33199
275,284,344,507.4,284,89,86.0,0.16949152542372883,284,344,684,286,357,33232
276,267,322,412.72,267,67,89.24,0.21622407443302963,267,322,515,270,332,33256
277,280,324,488.3529411764706,280,69,79.29411764705883,0.16237051312936643,280,324,605,281,336,33245
278,286,295,433.72222222222223,286,40,66.38888888888889,0.1530677597028308,286,295,585,285,307,33187
279,316,319,495.3,316,64,43.2,0.08721986674742581,316,319,677,311,331,33203
280,313,301,454.35714285714283,313,46,52.57142857142857,0.11570507781795315,313,301,553,306,312,33176
281,345,339,444.5833333333333,345,84,59.333333333333336,0.13345829428303657,345,339,577,333,349,33184
282,318,332,452.0625,318,77,62.5625,0.13839347435365684,318,332,607,306,340,33143
283,345,362,465.38461538461536,345,107,62.30769230769231,0.13388429752066117,345,362,612,332,368,33257
284,320,363,475.93333333333334,320,108,71.2,0.14960078442358873,320,363,630,319,362,630
285,342,381,446.93333333333334,342,126,55.53333333333333,0.12425417661097851,342,381,573,328,383,33268
286,309,388,548.8,309,133,71.6,0.130466472303207,309,388,678,296,389,33227
287,327,391,495.72727272727275,327,136,71.45454545454545,0.14414083990463963,327,391,653,313,393,33279
288,296,397,469.65,296,142,71.05,0.1512828702225061,296,397,609,282,397,33290
289,305,394,430.06666666666666,305,139,73.6,0.1711362579445047,305,394,541,292,396,33278
290,285,400,493.25,285,145,70.91666666666667,0.14377428619699276,285,400,639,272,401,33305
291,302,399,461.5,302,144,77.2,0.16728060671722644,302,399,595,290,398,33178
292,291,414,428.7,291,159,70.9,0.165383718217868,291,414,563,278,409,33270
293,304,416,458.8,304,161,68.8,0.14995640802092414,304,416,591,291,410,33273
294,287,433,481.25,287,178,74.1875,0.15415584415584416,287,433,649,276,428,33241
295,295,418,490.8,295,163,88.66666666666667,0.18065743004618312,295,418,650,283,411,33301
296,281,423,460.23809523809524,281,168,80.0952380952381,0.17403000517330575,281,423,605,270,418,33214
